uniq_id,product_name,product_category_tree,retail_price,discounted_price,product_rating,brand,discount,shipping,date
9ba13374bcfa03279cbbafcc276a8072,"StylElite Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> StylElite Shirts""]",599.0,370.0,5.0,Regular,38.23,0.0,2021-10-01
f22a190eca42213c2a28c27894ec8dc8,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2949.0,885.0,4.0,Style Buy Style,69.99,0.0,2021-10-01
915b067f10e6bdc1d13bf27ff69d9d8b,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2949.0,885.0,4.0,Style Buy Style,69.99,0.0,2021-01-25
c87e8a81334a3a321456d58a770c6d5d,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2649.0,795.0,4.0,Style Buy Style,69.99,0.0,2021-10-02
ab5d57c40c95d638e2fd3119d9e0212e,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2949.0,885.0,4.0,Style Buy Style,69.99,0.0,2021-02-25
dbf670b2dc7ea1066eaffb956368b24b,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2949.0,885.0,4.0,Style Buy Style,69.99,0.0,2021-10-03
7f4ef18a740e66cc61636b108a0f7b83,Style Buy Style Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style Buy Style Women Heels""]",2649.0,795.0,4.0,Style Buy Style,69.99,0.0,2021-03-25
c275ee5ac19f774a3ef7da71b40aabd8,Style Foot Bellies,"[""Footwear >> Women's Footwear >> Ballerinas >> Style Foot Bellies""]",899.0,449.0,3.0,Style Foot,50.06,0.0,2021-10-01
f1a6da9664b96a37e18b718662584e5d,Style HD Men Sandals,"[""Footwear >> Men's Footwear >> Sandals & Floaters >> Style HD Sandals & Floaters >> Style HD Men Sandals""]",699.0,399.0,3.0,Style HD,42.92,0.0,2021-10-01
d71a6f68c180d59d28e52fdd02420f47,Style Homez Abstract Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers >> Style Homez Abstract Cushions Cover (30 cm*30 cm...""]",449.0,449.0,3.0,Style Homez,0.0,0.0,2021-10-01
25c9892616958034719327377c94895b,Style Homez Polka Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers >> Style Homez Polka Cushions Cover (45 cm*45 cm, M...""]",749.0,749.0,5.0,Style Homez,0.0,0.0,2021-10-01
f277ec4a974c10e4e2cb20fc22a603ad,Style World Women Flats,"[""Style World Women Flats""]",1199.0,479.0,4.0,Style World,60.05,0.0,2021-10-01
9d58219bb550aa4e94e29738061c91c1,Style World Women Heels,"[""Footwear >> Women's Footwear >> Heels >> Style World Women Heels""]",999.0,499.0,3.0,Style World,50.05,0.0,2021-10-01
ac11261834046e0c8d5e9dc953f281fb,StyleStuffs AMEYMUG200 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> StyleStuffs Coffee Mugs >> StyleStuffs AMEYMUG200 Ceramic Mug (325 ml)""]",599.0,199.0,1.0,StyleStuffs,66.78,40.0,2021-10-01
a48fa0a0bd8ad5030737531949264986,StyleStuffs AMEYMUG30 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> StyleStuffs Coffee Mugs >> StyleStuffs AMEYMUG30 Ceramic Mug (325 ml)""]",599.0,199.0,1.0,StyleStuffs,66.78,40.0,2021-01-25
5820985659bf1de7991182fff3e9fe26,StyleStuffs AMEYMUG32 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> StyleStuffs Coffee Mugs >> StyleStuffs AMEYMUG32 Ceramic Mug (325 ml)""]",599.0,199.0,3.0,StyleStuffs,66.78,40.0,2021-10-02
26e98bd7d1624576364cbeb0c659d9e9,StyleStuffs AMEYMUG41 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> StyleStuffs Coffee Mugs >> StyleStuffs AMEYMUG41 Ceramic Mug (325 ml)""]",599.0,199.0,1.0,StyleStuffs,66.78,40.0,2021-02-25
c328fdf8aad028244f9b04dfa94d5b6f,StyleStuffs AMEYMUG83 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> StyleStuffs Coffee Mugs >> StyleStuffs AMEYMUG83 Ceramic Mug (325 ml)""]",599.0,199.0,2.0,StyleStuffs,66.78,40.0,2021-10-01
60c49406a49a86e08c3d834f952096a1,Stylenara Men's Solid Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Stylenara Casual & Party Wear Shirts >> Stylenara Men's Solid Casual Shirt""]",1899.0,655.0,4.0,Stylenara,65.51,0.0,2021-10-01
0419c2aa18e1ccf607a7e8f749ab677d,Stylenara Men's Solid Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Stylenara Casual & Party Wear Shirts >> Stylenara Men's Solid Casual Shirt""]",1999.0,674.0,4.0,Stylenara,66.28,0.0,2021-01-25
f0252c79addcebc5c99b03b3474ec6be,"Styleworld Chanderi, Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Salwar Material >> Styleworld Salwar Material >> Styleworld Chanderi, Cotton Embroidered Semi-sti...""]",2952.0,1392.0,5.0,Styleworld,52.85,0.0,2021-10-01
4971127ca251d74ff1b165c2b61222f2,"Stylla Pichkari, Color Holi Combo","[""Home Decor & Festive Needs >> Festive Decor >> Holi Essentials >> Holi Combos >> Stylla Holi Combos >> Stylla Pichkari, Color Holi Combo""]",499.0,299.0,4.0,Stylla,40.08,40.0,2021-10-01
acc6f6b2dd1240a7c32e6879c36605cf,Stylla Stylla Showpiece  -  22.86 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Stylla Ethnic""]",799.0,549.0,4.0,Stylla,31.29,0.0,2021-10-01
77fe6a55bd16851e6b80e149eff57c69,StyloFashionGarments slim Fit Women's Jeans,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> StyloFashionGarments Jeans >> StyloFashionGarments slim Fit Women's Jeans""]",1295.0,698.0,3.0,StyloFashionGarments,46.1,0.0,2021-10-01
