col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,retail_price,discounted_price,product_rating,discount,shipping,date
0,1,0,1,0,0,1,0,0,0,1200,798,1,33.5,0,25/01/2021
1,0,0,0,0,0,1,0,0,1,1299,699,2,46.19,0,10/01/2021
0,2,0,0,1,0,0,0,0,0,1499,1499,3,0.0,0,10/01/2021
1,0,0,0,0,0,0,1,1,0,999,499,4,50.05,0,10/01/2021
0,0,0,1,0,0,0,0,0,2,1199,698,1,41.78,0,10/01/2021
0,0,1,2,0,0,0,0,0,0,899,499,1,44.49,0,10/01/2021
0,0,0,0,1,0,0,2,0,0,400,299,5,25.25,40,10/01/2021
0,0,0,0,1,0,2,0,0,0,1899,383,4,79.83,0,10/01/2021
0,0,0,0,1,0,2,0,0,0,1399,319,4,77.2,40,25/01/2021
0,0,0,0,0,0,1,0,0,2,800,560,4,30.0,0,10/01/2021
1,0,1,0,0,0,0,0,0,1,3200,1431,2,55.28,0,10/01/2021
0,0,1,0,0,1,0,1,0,0,799,445,1,44.31,0,10/01/2021
0,0,1,0,0,1,0,1,0,0,1099,499,1,54.6,0,25/01/2021
0,0,0,0,0,1,0,2,0,0,899,499,3,44.49,0,10/01/2021
0,0,0,0,0,1,0,2,0,0,1099,445,3,59.51,0,25/01/2021
0,0,0,0,0,1,0,2,0,0,1099,399,3,63.69,0,10/02/2021
0,0,0,0,0,1,0,2,0,0,1099,499,3,54.6,0,25/02/2021
0,0,1,1,0,1,0,0,0,0,299,199,4,33.44,40,10/01/2021
0,2,1,0,0,0,0,0,0,0,599,349,3,41.74,40,10/01/2021
0,0,1,0,0,0,0,0,1,1,599,349,5,41.74,40,10/01/2021
0,0,2,1,0,0,0,0,0,0,599,349,3,41.74,40,10/01/2021
0,0,1,0,0,0,1,0,0,1,599,349,2,41.74,40,25/01/2021
0,0,0,0,0,0,0,1,1,1,3240,1026,1,68.33,0,10/01/2021
0,0,0,0,0,0,0,1,1,1,1674,530,1,68.34,0,25/01/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/01/2021
1,1,0,0,1,0,0,0,0,0,2299,1499,1,34.8,0,25/01/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/02/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,25/02/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/03/2021
1,1,0,0,1,0,0,0,0,0,2299,1499,1,34.8,0,25/03/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/04/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,25/04/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/05/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,25/05/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,10/06/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,25/06/2021
1,1,0,0,1,0,0,0,0,0,2299,1499,1,34.8,0,10/07/2021
1,1,0,0,0,0,1,0,0,0,1999,1099,1,45.02,0,25/07/2021
1,1,0,0,1,0,0,0,0,0,2299,1499,1,34.8,0,10/08/2021
1,1,0,0,1,0,0,0,0,0,2299,1499,1,34.8,0,25/08/2021
1,1,0,0,0,1,0,0,0,0,350,350,4,0.0,40,10/01/2021
0,1,0,0,0,2,0,0,0,0,425,400,5,5.88,0,10/01/2021
0,0,0,0,0,0,0,1,1,1,1299,699,3,46.19,0,10/01/2021
0,1,0,0,1,1,0,0,0,0,800,450,4,43.75,0,10/01/2021
0,1,0,0,1,1,0,0,0,0,900,500,4,44.44,0,25/01/2021
0,1,1,0,0,1,0,0,0,0,900,500,4,44.44,0,10/02/2021
0,1,1,0,0,1,0,0,0,0,800,450,4,43.75,0,25/02/2021
0,1,1,0,0,1,0,0,0,0,900,500,4,44.44,0,10/03/2021
0,1,1,0,0,1,0,0,0,0,900,500,4,44.44,0,25/03/2021
0,0,0,1,1,1,0,0,0,0,2800,1550,4,44.64,0,10/01/2021
0,0,0,1,1,1,0,0,0,0,3250,1800,4,44.62,0,25/01/2021
1,0,0,0,1,1,0,0,0,0,2900,1600,4,44.83,0,10/02/2021
0,0,0,1,1,1,0,0,0,0,3750,1750,4,53.33,0,25/02/2021
0,0,0,0,1,1,0,0,0,1,4800,2650,4,44.79,0,10/03/2021
1,0,0,0,0,1,0,0,0,1,495,275,2,44.44,40,10/01/2021
1,0,0,0,0,1,0,0,0,1,630,350,2,44.44,40,25/01/2021
1,0,1,0,0,1,0,0,0,0,975,650,2,33.33,0,10/02/2021
1,0,1,0,0,1,0,0,0,0,900,600,2,33.33,0,25/02/2021
1,0,0,0,1,1,0,0,0,0,575,375,2,34.78,0,10/03/2021
1,0,0,0,0,1,0,0,0,1,600,400,2,33.33,0,25/03/2021
2,0,0,0,0,1,0,0,0,0,500,325,2,35.0,40,10/04/2021
1,0,0,0,1,1,0,0,0,0,750,500,2,33.33,0,25/04/2021
1,0,0,0,0,1,1,0,0,0,675,450,2,33.33,0,10/05/2021
1,0,1,0,0,1,0,0,0,0,575,375,2,34.78,0,25/05/2021
0,0,0,0,0,2,0,1,0,0,900,500,4,44.44,0,10/01/2021
0,0,1,0,0,1,0,1,0,0,400,225,4,43.75,40,25/01/2021
0,0,0,0,0,2,0,1,0,0,350,200,4,42.86,40,10/02/2021
0,0,0,0,0,2,0,1,0,0,550,300,4,45.45,40,25/02/2021
0,0,0,0,0,2,0,1,0,0,550,300,4,45.45,40,10/03/2021
0,0,0,0,0,2,0,1,0,0,400,225,4,43.75,40,25/03/2021
0,1,0,0,0,1,0,1,0,0,800,450,4,43.75,0,10/04/2021
0,0,0,0,0,2,0,1,0,0,300,175,4,41.67,40,25/04/2021
0,0,0,0,1,1,0,1,0,0,900,500,4,44.44,0,10/05/2021
0,0,0,0,0,2,0,1,0,0,1200,650,4,45.83,0,25/05/2021
0,0,0,0,0,2,0,1,0,0,1200,650,4,45.83,0,10/06/2021
0,0,0,0,0,2,0,1,0,0,800,450,4,43.75,0,25/06/2021
0,0,1,0,0,1,0,1,0,0,325,175,4,46.15,40,10/07/2021
0,0,0,0,0,2,0,1,0,0,500,275,4,45.0,40,25/07/2021
0,0,1,0,0,1,0,1,0,0,350,200,4,42.86,40,10/08/2021
0,0,1,0,0,1,0,1,0,0,500,275,4,45.0,40,25/08/2021
0,0,0,0,0,2,0,1,0,0,350,200,4,42.86,40,10/09/2021
0,0,0,0,0,2,0,1,0,0,350,200,4,42.86,40,25/09/2021
0,0,1,0,0,1,0,1,0,0,350,200,4,42.86,40,10/10/2021
0,0,0,0,0,2,0,1,0,0,400,225,4,43.75,40,25/10/2021
0,0,0,0,0,2,0,1,0,0,550,300,4,45.45,40,10/11/2021
0,0,0,0,0,2,0,1,0,0,1100,600,4,45.45,0,25/11/2021
0,0,0,0,0,2,0,1,0,0,350,200,4,42.86,40,10/12/2021
0,0,0,0,0,2,0,1,0,0,550,300,4,45.45,40,25/12/2021
0,0,1,0,0,1,0,1,0,0,325,175,4,46.15,40,01/01/2021
1,1,0,0,0,1,0,0,0,0,720,400,5,44.44,0,10/01/2021
1,0,0,0,0,1,1,0,0,0,725,450,3,37.93,0,10/01/2021
1,0,0,0,0,1,0,0,1,0,540,350,3,35.19,40,25/01/2021
1,0,0,0,0,2,0,0,0,0,625,315,1,49.6,40,10/01/2021
1,0,0,0,0,0,2,0,0,0,599,149,5,75.13,40,10/01/2021
0,0,0,1,2,0,0,0,0,0,199,69,2,65.33,40,10/01/2021
2,0,0,0,0,0,0,0,1,0,1500,849,4,43.4,0,10/01/2021
1,0,0,1,0,0,0,0,1,0,800,499,4,37.62,0,10/01/2021
0,1,0,1,1,0,0,0,0,0,499,439,4,12.02,0,10/01/2021
0,0,2,0,0,0,0,1,0,0,6800,6399,4,5.9,0,10/01/2021
1,0,1,0,0,0,0,1,0,0,7000,7000,1,0.0,0,10/01/2021
0,0,1,0,0,0,0,1,0,1,5900,5900,2,0.0,0,10/01/2021
0,0,1,0,0,0,1,1,0,0,14200,14200,3,0.0,0,10/01/2021
0,0,0,0,0,0,0,1,0,2,15720,12576,4,20.0,0,10/01/2021
2,0,0,0,0,0,0,1,0,0,800,800,2,0.0,0,10/01/2021
0,0,0,1,0,0,0,0,0,2,2000,460,5,77.0,0,10/01/2021
0,0,0,1,0,0,0,0,0,2,2100,490,5,76.67,0,25/01/2021
0,0,0,1,0,0,0,0,0,2,1500,370,5,75.33,0,10/02/2021
0,0,0,1,0,0,0,0,0,2,1200,300,5,75.0,40,25/02/2021
0,1,0,1,0,0,0,0,0,1,2700,670,5,75.19,0,10/03/2021
0,0,2,0,0,0,1,0,0,0,1687,1687,3,0.0,0,10/01/2021
0,0,0,1,0,0,0,0,0,2,499,269,5,46.09,40,10/01/2021
0,0,0,0,2,0,0,0,0,1,1000,699,2,30.1,0,10/01/2021
0,0,0,0,2,0,1,0,0,0,3000,839,1,72.03,0,10/01/2021
1,1,0,0,0,0,0,1,0,0,1115,743,1,33.36,0,10/01/2021
1,1,0,0,0,0,0,1,0,0,2774,1849,1,33.35,0,25/01/2021
1,1,0,0,0,0,0,1,0,0,1283,855,1,33.36,0,10/02/2021
1,1,0,0,0,0,0,1,0,0,1688,1125,1,33.35,0,25/02/2021
1,1,0,0,0,0,0,1,0,0,878,585,1,33.37,0,10/03/2021
1,1,0,0,0,0,0,1,0,0,1013,675,1,33.37,0,25/03/2021
1,1,0,0,0,0,0,1,0,0,1857,1238,1,33.33,0,10/04/2021
1,1,0,0,0,0,0,1,0,0,1620,1080,1,33.33,0,25/04/2021
0,0,0,0,0,2,0,0,0,1,999,499,5,50.05,0,10/01/2021
0,0,0,1,0,1,0,0,0,1,999,499,5,50.05,0,25/01/2021
0,0,0,0,0,2,0,0,0,1,999,499,5,50.05,0,10/02/2021
0,0,0,0,0,2,0,0,0,1,999,499,5,50.05,0,25/02/2021
0,0,1,0,0,0,0,1,0,1,1199,288,4,75.98,40,10/01/2021
0,0,1,0,0,0,0,1,0,1,899,248,4,72.41,40,25/01/2021
0,0,0,0,2,0,1,0,0,0,999,650,4,34.93,0,10/01/2021
1,0,1,0,0,1,0,0,0,0,998,550,4,44.89,0,10/01/2021
0,0,0,2,0,1,0,0,0,0,600,199,2,66.83,40,10/01/2021
0,0,0,0,0,1,0,0,2,0,600,199,2,66.83,40,25/01/2021
0,1,0,0,0,1,0,1,0,0,600,199,4,66.83,40,10/02/2021
0,0,0,0,0,1,0,1,1,0,600,199,3,66.83,40,25/02/2021
0,0,0,0,1,0,1,0,0,1,999,899,1,10.01,0,10/01/2021
0,0,0,0,1,0,1,0,0,1,999,899,1,10.01,0,25/01/2021
0,0,1,0,1,0,0,0,0,1,799,699,2,12.52,0,10/01/2021
0,2,0,0,1,0,0,0,0,0,999,899,3,10.01,0,10/01/2021
0,0,1,0,1,0,1,0,0,0,699,599,3,14.31,0,10/01/2021
0,0,1,0,1,0,0,1,0,0,799,699,3,12.52,0,10/01/2021
1,1,0,0,1,0,0,0,0,0,599,499,1,16.69,0,10/01/2021
0,0,2,0,1,0,0,0,0,0,699,599,2,14.31,0,10/01/2021
0,0,0,1,1,0,0,0,1,0,1099,999,3,9.1,0,10/01/2021
0,0,0,1,1,0,0,0,1,0,699,599,1,14.31,0,10/01/2021
0,0,0,1,1,1,0,0,0,0,1999,1899,4,5.0,0,10/01/2021
0,0,0,0,2,0,0,1,0,0,999,899,5,10.01,0,25/01/2021
0,0,0,0,2,0,1,0,0,0,599,499,5,16.69,0,10/01/2021
1,0,0,0,1,0,0,1,0,0,699,599,1,14.31,0,10/01/2021
0,0,0,1,1,0,0,0,0,1,999,899,3,10.01,0,10/01/2021
0,0,1,0,1,0,0,0,0,1,599,499,3,16.69,0,10/01/2021
0,0,1,0,1,0,0,1,0,0,699,599,5,14.31,0,10/01/2021
0,0,0,0,1,1,1,0,0,0,599,499,2,16.69,0,10/01/2021
0,0,0,0,1,1,1,0,0,0,599,499,2,16.69,0,25/01/2021
0,0,2,0,1,0,0,0,0,0,799,699,2,12.52,0,10/01/2021
0,0,0,0,1,0,2,0,0,0,699,599,2,14.31,0,10/01/2021
0,0,0,1,1,0,0,0,0,1,699,599,4,14.31,0,10/01/2021
0,0,0,1,2,0,0,0,0,0,799,699,1,12.52,0,10/01/2021
0,0,1,0,1,0,0,0,0,1,799,699,1,12.52,0,10/01/2021
0,0,0,0,1,0,1,0,1,0,599,499,5,16.69,0,10/01/2021
0,0,1,0,1,1,0,0,0,0,999,799,5,20.02,0,10/01/2021
2,0,0,0,0,0,1,0,0,0,999,349,1,65.07,40,10/01/2021
1,0,0,0,0,0,1,1,0,0,899,399,3,55.62,0,10/01/2021
2,0,0,1,0,0,0,0,0,0,1999,1099,3,45.02,0,10/01/2021
0,1,1,0,1,0,0,0,0,0,1250,899,3,28.08,0,10/01/2021
0,0,1,0,0,0,0,2,0,0,1900,1790,3,5.79,0,10/01/2021
1,0,0,0,0,0,0,2,0,0,1200,1050,4,12.5,0,10/01/2021
2,0,0,1,0,0,0,0,0,0,516,516,3,0.0,0,10/01/2021
1,0,0,1,0,0,1,0,0,0,356,356,3,0.0,40,25/01/2021
1,0,0,1,0,0,1,0,0,0,356,356,3,0.0,40,10/02/2021
1,1,1,0,0,0,0,0,0,0,1050,677,3,35.52,0,10/01/2021
0,1,0,1,0,0,0,1,0,0,1799,1199,2,33.35,0,10/01/2021
0,0,0,1,1,0,0,0,1,0,399,199,1,50.13,40,10/01/2021
0,0,0,0,1,0,0,0,1,1,1100,979,4,11.0,0,10/01/2021
0,1,1,0,0,0,0,1,0,0,2100,745,5,64.52,0,10/01/2021
0,1,1,0,0,1,0,0,0,0,1999,747,2,62.63,0,10/01/2021
0,1,0,0,1,0,0,0,0,1,2499,649,5,74.03,0,10/01/2021
0,0,0,0,0,0,1,1,0,1,660,549,3,16.82,0,10/01/2021
0,0,0,0,0,1,0,0,2,0,999,719,3,28.03,0,10/01/2021
0,0,1,0,0,1,0,1,0,0,999,549,2,45.05,0,10/01/2021
1,1,0,0,0,0,1,0,0,0,385,350,3,9.09,40,10/01/2021
0,1,0,0,1,0,1,0,0,0,1399,575,5,58.9,0,10/01/2021
0,0,0,0,2,0,0,0,0,1,1937,968,3,50.03,0,10/01/2021
0,0,0,0,1,0,0,0,0,2,2746,687,1,74.98,0,10/01/2021
0,0,0,0,1,0,0,0,0,2,2973,743,1,75.01,0,25/01/2021
0,0,0,0,1,1,0,0,0,1,3030,757,1,75.02,0,10/01/2021
0,0,1,0,1,0,0,0,0,1,1743,872,5,49.97,0,10/01/2021
0,0,0,0,1,0,0,1,0,1,1656,828,1,50.0,0,10/01/2021
0,0,1,0,1,1,0,0,0,0,249,249,1,0.0,40,10/01/2021
0,0,1,0,1,1,0,0,0,0,249,249,1,0.0,40,25/01/2021
0,0,1,1,0,1,0,0,0,0,499,499,4,0.0,0,10/01/2021
0,0,2,0,0,0,0,0,1,0,499,499,5,0.0,0,10/01/2021
0,0,1,1,1,0,0,0,0,0,9499,9499,4,0.0,0,10/01/2021
0,1,0,1,0,1,0,0,0,0,12499,12499,2,0.0,0,10/01/2021
0,1,0,0,0,0,0,2,0,0,1990,1475,2,25.88,0,10/01/2021
0,0,0,0,1,0,0,2,0,0,1199,499,3,58.38,0,10/01/2021
0,0,1,0,0,0,2,0,0,0,899,599,5,33.37,0,10/01/2021
0,0,1,0,1,1,0,0,0,0,800,475,4,40.62,0,10/01/2021
0,0,0,2,1,0,0,0,0,0,1799,899,3,50.03,0,10/01/2021
0,1,0,0,0,1,0,0,0,1,700,349,3,50.14,40,10/01/2021
0,0,0,1,0,1,1,0,0,0,22000,17973,2,18.3,0,10/01/2021
1,0,0,1,0,0,1,0,0,0,3690,2000,5,45.8,0,10/01/2021
0,0,0,1,0,0,1,0,1,0,4500,1700,2,62.22,0,10/01/2021
0,0,0,1,0,0,1,0,0,1,5000,1899,2,62.02,0,10/01/2021
0,0,0,1,0,0,2,0,0,0,8000,2790,4,65.12,0,10/01/2021
0,0,0,2,0,0,1,0,0,0,11500,8200,3,28.7,0,10/01/2021
1,0,0,1,0,0,1,0,0,0,7105,6990,2,1.62,0,10/01/2021
0,0,0,1,0,0,1,0,0,1,7490,7490,2,0.0,0,10/01/2021
1,0,0,1,0,0,1,0,0,0,25000,13390,1,46.44,0,10/01/2021
0,0,0,1,0,0,1,0,1,0,4000,1600,5,60.0,0,10/01/2021
0,0,0,1,1,0,1,0,0,0,6000,2299,2,61.68,0,10/01/2021
0,0,0,1,0,0,1,1,0,0,3950,1990,3,49.62,0,10/01/2021
0,0,0,1,0,1,1,0,0,0,2600,1875,2,27.88,0,10/01/2021
0,0,0,1,0,0,1,0,0,1,2900,2100,3,27.59,0,10/01/2021
0,0,0,1,0,0,2,0,0,0,6999,5600,5,19.99,0,10/01/2021
0,0,0,1,0,0,2,0,0,0,10000,5580,4,44.2,0,10/01/2021
0,0,0,1,0,1,1,0,0,0,5500,5500,3,0.0,0,10/01/2021
0,0,0,1,0,0,2,0,0,0,9500,6500,5,31.58,0,10/01/2021
0,0,0,1,0,0,1,1,0,0,15500,10556,4,31.9,0,10/01/2021
0,0,0,1,0,1,1,0,0,0,29990,21290,4,29.01,0,10/01/2021
0,0,1,1,0,0,1,0,0,0,5000,5000,5,0.0,0,10/01/2021
0,1,1,0,0,1,0,0,0,0,600,350,3,41.67,40,10/01/2021
0,1,1,0,0,1,0,0,0,0,600,350,3,41.67,40,25/01/2021
1,0,1,0,0,0,1,0,0,0,899,236,4,73.75,40,10/01/2021
1,0,2,0,0,0,0,0,0,0,999,388,4,61.16,0,10/01/2021
1,0,0,0,2,0,0,0,0,0,1795,1795,5,0.0,0,10/01/2021
0,1,0,0,0,0,1,0,1,0,2495,1695,5,32.06,0,10/01/2021
0,0,0,1,0,0,0,1,1,0,499,249,2,50.1,40,10/01/2021
0,0,0,0,0,1,0,0,2,0,590,320,4,45.76,40,10/01/2021
0,0,0,0,0,1,0,1,1,0,699,449,3,35.77,0,10/01/2021
0,0,0,0,0,1,0,1,1,0,649,399,3,38.52,0,25/01/2021
0,1,0,0,0,1,0,0,1,0,800,599,2,25.12,0,10/01/2021
0,1,0,0,0,1,0,0,1,0,620,350,1,43.55,40,10/01/2021
1,0,0,0,0,1,0,0,1,0,660,459,5,30.45,0,10/01/2021
1,0,0,0,0,1,0,0,1,0,620,350,4,43.55,40,10/01/2021
1,1,0,0,0,0,0,1,0,0,1599,379,2,76.3,0,10/01/2021
0,1,0,0,0,0,0,1,0,1,1749,419,3,76.04,0,10/01/2021
0,0,1,0,0,0,0,0,1,1,1599,599,5,62.54,0,10/01/2021
0,1,0,0,1,0,0,0,0,1,116292,116292,1,0.0,0,10/01/2021
0,1,0,1,0,1,0,0,0,0,599,299,2,50.08,40,10/01/2021
1,0,0,0,0,0,1,1,0,0,399,359,3,10.03,40,10/01/2021
0,2,0,0,0,0,0,0,0,1,2399,1425,4,40.6,0,10/01/2021
2,0,0,1,0,0,0,0,0,0,1200,350,4,70.83,40,10/01/2021
2,0,0,0,0,0,1,0,0,0,1200,350,2,70.83,40,10/01/2021
2,0,0,0,0,0,1,0,0,0,1200,499,2,58.42,0,25/01/2021
0,0,1,0,0,0,0,0,2,0,999,327,1,67.27,40,10/01/2021
0,0,1,0,0,0,0,0,2,0,999,487,1,51.25,0,25/01/2021
0,0,0,0,0,1,0,0,1,1,255,255,4,0.0,40,10/01/2021
0,1,0,0,0,0,0,0,2,0,490,490,1,0.0,0,10/01/2021
0,1,0,0,0,0,0,1,1,0,450,450,2,0.0,0,10/01/2021
0,0,0,0,1,0,0,0,1,1,995,825,5,17.09,0,10/01/2021
0,1,0,0,2,0,0,0,0,0,998,245,1,75.45,40,10/01/2021
0,0,0,0,1,0,0,0,0,2,998,245,2,75.45,40,10/01/2021
0,0,1,0,1,1,0,0,0,0,1399,287,3,79.49,40,10/01/2021
0,0,0,0,2,1,0,0,0,0,1399,287,2,79.49,40,10/01/2021
0,0,0,0,1,0,1,1,0,0,1399,287,4,79.49,40,10/01/2021
0,0,0,0,1,0,1,1,0,0,1399,287,4,79.49,40,10/01/2021
0,0,1,0,0,2,0,0,0,0,599,199,1,66.78,40,10/01/2021
0,0,0,0,0,1,2,0,0,0,449,206,3,54.12,40,10/01/2021
0,0,0,1,0,1,1,0,0,0,449,206,4,54.12,40,10/01/2021
0,0,0,0,0,2,0,1,0,0,1599,804,3,49.72,0,10/01/2021
1,1,0,0,0,0,0,0,1,0,2490,2090,3,16.06,0,10/01/2021
1,0,0,1,0,0,0,0,1,0,4990,4085,3,18.14,0,10/01/2021
2,0,0,0,0,1,0,0,0,0,1530,437,4,71.44,0,10/01/2021
0,0,0,1,1,0,0,0,0,1,5999,899,5,85.01,0,10/01/2021
1,0,0,0,0,0,1,0,1,0,399,339,2,15.04,40,10/01/2021
1,0,0,0,0,0,1,1,0,0,899,440,5,51.06,0,10/01/2021
2,0,0,0,1,0,0,0,0,0,799,225,2,71.84,40,10/01/2021
0,0,0,1,0,0,0,0,2,0,9990,9600,4,3.9,0,10/01/2021
0,0,0,1,0,0,0,0,2,0,13000,12500,4,3.85,0,25/01/2021
0,0,0,0,0,0,1,0,0,2,399,199,4,50.13,40,10/01/2021
1,0,1,0,0,0,0,0,0,1,2434,1248,3,48.73,0,10/01/2021
0,0,2,0,0,0,0,1,0,0,599,499,2,16.69,0,10/01/2021
0,0,0,1,0,0,1,1,0,0,1299,899,3,30.79,0,10/01/2021
0,1,0,1,0,0,1,0,0,0,1299,699,1,46.19,0,10/01/2021
1,0,0,2,0,0,0,0,0,0,1299,899,3,30.79,0,10/01/2021
0,1,0,2,0,0,0,0,0,0,1299,809,3,37.72,0,25/01/2021
0,0,0,1,0,1,0,1,0,0,1299,699,5,46.19,0,10/01/2021
0,0,0,1,0,1,1,0,0,0,1299,809,3,37.72,0,10/01/2021
0,0,0,1,0,0,0,1,0,1,1299,699,2,46.19,0,10/01/2021
0,0,1,1,0,0,0,0,0,1,1299,899,1,30.79,0,10/01/2021
0,0,0,1,1,0,0,0,1,0,1299,699,2,46.19,0,10/01/2021
0,1,0,0,0,0,1,0,1,0,1299,699,1,46.19,0,10/01/2021
0,1,2,0,0,0,0,0,0,0,1299,699,4,46.19,0,10/01/2021
0,0,1,0,0,0,2,0,0,0,899,497,4,44.72,0,10/01/2021
0,0,1,0,0,0,2,0,0,0,899,397,4,55.84,0,25/01/2021
0,0,1,0,0,0,1,1,0,0,899,397,2,55.84,0,10/01/2021
0,0,0,0,1,0,1,1,0,0,1999,1010,2,49.47,0,10/01/2021
1,0,0,0,0,1,0,1,0,0,1350,1010,5,25.19,0,10/01/2021
1,0,0,0,0,1,0,1,0,0,1350,1010,5,25.19,0,25/01/2021
1,0,0,0,0,1,0,1,0,0,1350,1010,5,25.19,0,10/02/2021
1,0,0,0,0,1,0,1,0,0,1350,1012,5,25.04,0,25/02/2021
1,1,0,0,0,0,0,1,0,0,63,57,1,9.52,40,10/01/2021
0,1,0,0,1,0,0,1,0,0,355,319,5,10.14,40,10/01/2021
0,0,1,0,2,0,0,0,0,0,314,299,3,4.78,40,10/01/2021
0,0,0,0,0,2,0,0,0,1,16880,8440,5,50.0,0,10/01/2021
0,0,0,1,0,0,0,0,2,0,550,249,3,54.73,40,10/01/2021
1,0,0,0,0,0,1,1,0,0,799,228,5,71.46,40,10/01/2021
0,1,0,0,1,1,0,0,0,0,3999,1699,5,57.51,0,10/01/2021
2,0,0,0,0,0,0,0,1,0,2199,749,4,65.94,0,10/01/2021
1,0,0,0,0,0,1,1,0,0,699,499,2,28.61,0,10/01/2021
0,0,0,1,0,0,1,1,0,0,9999,4499,1,55.01,0,10/01/2021
0,0,0,0,0,0,0,2,0,1,598,499,4,16.56,0,10/01/2021
0,0,0,0,1,0,0,1,1,0,600,300,2,50.0,40,10/01/2021
0,0,0,0,1,0,0,1,1,0,588,485,1,17.52,0,10/01/2021
0,0,1,1,0,0,0,1,0,0,999,444,4,55.56,0,10/01/2021
0,0,1,0,0,0,0,1,1,0,6000,5000,3,16.67,0,10/01/2021
0,0,0,1,0,0,0,0,1,1,749,749,4,0.0,0,10/01/2021
0,1,0,0,0,1,1,0,0,0,10000,8000,2,20.0,0,10/01/2021
0,0,0,0,0,0,0,1,2,0,499,199,4,60.12,40,10/01/2021
2,0,1,0,0,0,0,0,0,0,2499,1099,2,56.02,0,10/01/2021
0,0,1,0,0,1,0,1,0,0,585,550,5,5.98,0,10/01/2021
1,1,0,0,1,0,0,0,0,0,180,90,2,50.0,40,10/01/2021
2,0,0,0,0,0,0,1,0,0,499,195,4,60.92,40,10/01/2021
1,0,0,0,0,1,0,1,0,0,499,195,3,60.92,40,10/01/2021
1,0,0,0,0,0,2,0,0,0,499,195,1,60.92,40,10/01/2021
0,0,1,1,0,0,0,1,0,0,500,230,5,54.0,40,10/01/2021
1,0,0,1,0,0,0,1,0,0,350,350,2,0.0,40,10/01/2021
1,0,0,1,1,0,0,0,0,0,1400,1000,5,28.57,0,10/01/2021
0,0,0,1,0,1,0,0,0,1,800,800,3,0.0,0,10/01/2021
0,0,0,1,0,1,0,0,0,1,350,250,3,28.57,40,25/01/2021
2,0,0,0,0,0,0,0,0,1,7199,3599,1,50.01,0,10/01/2021
1,0,0,0,1,0,0,0,0,1,999,499,4,50.05,0,10/01/2021
1,0,0,0,1,0,0,0,0,1,1399,699,4,50.04,0,25/01/2021
1,0,0,0,1,0,0,0,0,1,1399,699,4,50.04,0,10/02/2021
1,0,0,0,1,0,0,0,0,1,1399,699,4,50.04,0,25/02/2021
1,0,0,0,1,0,0,0,0,1,999,499,4,50.05,0,10/03/2021
1,0,0,0,1,0,0,0,0,1,1399,699,4,50.04,0,25/03/2021
1,0,0,0,1,0,0,0,0,1,299,210,4,29.77,40,10/04/2021
1,0,0,0,1,0,0,0,0,1,299,210,4,29.77,40,25/04/2021
1,0,0,1,0,0,0,0,0,1,349,245,2,29.8,40,10/01/2021
1,0,0,0,0,0,0,0,0,2,999,499,5,50.05,0,10/01/2021
1,0,0,0,0,0,0,0,0,2,599,299,5,50.08,40,25/01/2021
1,0,0,0,0,0,0,1,0,1,1048,524,3,50.0,0,10/02/2021
1,0,0,0,0,0,0,1,0,1,1199,599,3,50.04,0,25/02/2021
1,0,0,0,0,0,0,1,0,1,399,199,3,50.13,40,10/03/2021
1,0,0,0,0,0,0,1,0,1,1399,699,3,50.04,0,25/03/2021
1,0,0,0,0,0,0,1,0,1,399,199,3,50.13,40,10/04/2021
1,0,0,0,0,0,0,1,0,1,399,199,3,50.13,40,25/04/2021
1,0,0,0,0,0,0,1,0,1,748,374,3,50.0,0,10/05/2021
1,0,0,0,0,0,0,1,0,1,399,199,3,50.13,40,25/05/2021
1,0,0,0,0,0,0,1,0,1,1399,699,3,50.04,0,10/06/2021
1,0,0,0,0,0,0,1,0,1,599,299,3,50.08,40,25/06/2021
1,0,0,0,0,0,0,1,0,1,1199,599,3,50.04,0,10/07/2021
2,0,0,0,0,0,0,0,0,1,675,473,5,29.93,0,10/01/2021
2,0,0,0,0,0,0,0,0,1,499,350,5,29.86,40,25/01/2021
1,0,0,0,0,1,1,0,0,0,999,399,2,60.06,0,10/01/2021
1,0,0,0,0,0,0,0,0,2,798,399,4,50.0,0,10/01/2021
0,0,0,0,2,0,0,0,0,1,4999,2490,5,50.19,0,10/01/2021
0,1,0,0,0,0,0,1,0,1,425,295,2,30.59,40,10/01/2021
0,0,0,0,0,0,0,1,0,2,425,295,2,30.59,40,10/01/2021
0,0,1,0,0,1,0,1,0,0,699,229,4,67.24,40,10/01/2021
